base_currency,quote_currency,start_time,open_time,close_time,open_bid,open_ask,open_midpoint,close_bid,close_ask,close_midpoint,average_bid,average_ask,average_midpoint,high_bid,high_ask,high_midpoint,low_bid,low_ask,low_midpoint
USD,CAD,2020-12-24T00:00:00+00:00,2020-12-24T00:00:00+00:00,2020-12-24T23:59:59+00:00,1.28810,1.28810,1.28810,1.28402,1.28402,1.28402,1.28402,1.28402,1.28402,,,,,,
USD,CAD,2020-12-25T00:00:00+00:00,2020-12-25T00:00:00+00:00,2020-12-25T23:59:59+00:00,1.28402,1.28402,1.28402,1.28402,1.28402,1.28402,1.28402,1.28402,1.28402,,,,,,
USD,CAD,2020-12-26T00:00:00+00:00,2020-12-26T00:00:00+00:00,2020-12-26T23:59:59+00:00,1.28402,1.28402,1.28402,1.28402,1.28402,1.28402,1.28402,1.28402,1.28402,,,,,,
USD,CAD,2020-12-27T00:00:00+00:00,2020-12-27T00:00:00+00:00,2020-12-27T23:59:59+00:00,1.28402,1.28402,1.28402,1.28402,1.28402,1.28402,1.28402,1.28402,1.28402,,,,,,
USD,CAD,2020-12-28T00:00:00+00:00,2020-12-28T00:00:00+00:00,2020-12-28T23:59:59+00:00,1.28402,1.28402,1.28402,1.28300,1.28300,1.28300,1.28300,1.28300,1.28300,,,,,,
USD,CAD,2020-12-29T00:00:00+00:00,2020-12-29T00:00:00+00:00,2020-12-29T23:59:59+00:00,1.28300,1.28300,1.28300,1.28175,1.28175,1.28175,1.28175,1.28175,1.28175,,,,,,
USD,CAD,2020-12-30T00:00:00+00:00,2020-12-30T00:00:00+00:00,2020-12-30T23:59:59+00:00,1.28175,1.28175,1.28175,1.27848,1.27848,1.27848,1.27848,1.27848,1.27848,,,,,,
USD,CAD,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,2020-12-31T23:59:59+00:00,1.27848,1.27848,1.27848,1.27398,1.27398,1.27398,1.27398,1.27398,1.27398,,,,,,
USD,CAD,2021-01-01T00:00:00+00:00,2021-01-01T00:00:00+00:00,2021-01-01T23:59:59+00:00,1.27398,1.27398,1.27398,1.27398,1.27398,1.27398,1.27398,1.27398,1.27398,,,,,,
USD,CAD,2021-01-02T00:00:00+00:00,2021-01-02T00:00:00+00:00,2021-01-02T23:59:59+00:00,1.27398,1.27398,1.27398,1.27398,1.27398,1.27398,1.27398,1.27398,1.27398,,,,,,
USD,CHF,2020-12-03T00:00:00+00:00,2020-12-03T00:00:00+00:00,2020-12-03T23:59:59+00:00,0.896652,0.896652,0.896652,0.891367,0.891367,0.891367,0.891367,0.891367,0.891367,,,,,,
USD,CHF,2020-12-04T00:00:00+00:00,2020-12-04T00:00:00+00:00,2020-12-04T23:59:59+00:00,0.891367,0.891367,0.891367,0.890040,0.890040,0.890040,0.890040,0.890040,0.890040,,,,,,
USD,CHF,2020-12-05T00:00:00+00:00,2020-12-05T00:00:00+00:00,2020-12-05T23:59:59+00:00,0.890040,0.890040,0.890040,0.890040,0.890040,0.890040,0.890040,0.890040,0.890040,,,,,,
USD,CHF,2020-12-06T00:00:00+00:00,2020-12-06T00:00:00+00:00,2020-12-06T23:59:59+00:00,0.890040,0.890040,0.890040,0.890040,0.890040,0.890040,0.890040,0.890040,0.890040,,,,,,
USD,CHF,2020-12-07T00:00:00+00:00,2020-12-07T00:00:00+00:00,2020-12-07T23:59:59+00:00,0.890040,0.890040,0.890040,0.890666,0.890666,0.890666,0.890666,0.890666,0.890666,,,,,,
USD,CHF,2020-12-08T00:00:00+00:00,2020-12-08T00:00:00+00:00,2020-12-08T23:59:59+00:00,0.890666,0.890666,0.890666,0.889962,0.889962,0.889962,0.889962,0.889962,0.889962,,,,,,
USD,CHF,2020-12-09T00:00:00+00:00,2020-12-09T00:00:00+00:00,2020-12-09T23:59:59+00:00,0.889962,0.889962,0.889962,0.888926,0.888926,0.888926,0.888926,0.888926,0.888926,,,,,,
USD,CHF,2020-12-10T00:00:00+00:00,2020-12-10T00:00:00+00:00,2020-12-10T23:59:59+00:00,0.888926,0.888926,0.888926,0.887908,0.887908,0.887908,0.887908,0.887908,0.887908,,,,,,
USD,CHF,2020-12-11T00:00:00+00:00,2020-12-11T00:00:00+00:00,2020-12-11T23:59:59+00:00,0.887908,0.887908,0.887908,0.889420,0.889420,0.889420,0.889420,0.889420,0.889420,,,,,,
USD,CHF,2020-12-12T00:00:00+00:00,2020-12-12T00:00:00+00:00,2020-12-12T23:59:59+00:00,0.889420,0.889420,0.889420,0.889420,0.889420,0.889420,0.889420,0.889420,0.889420,,,,,,
USD,CHF,2020-12-13T00:00:00+00:00,2020-12-13T00:00:00+00:00,2020-12-13T23:59:59+00:00,0.889420,0.889420,0.889420,0.889420,0.889420,0.889420,0.889420,0.889420,0.889420,,,,,,
USD,CHF,2020-12-14T00:00:00+00:00,2020-12-14T00:00:00+00:00,2020-12-14T23:59:59+00:00,0.889420,0.889420,0.889420,0.886038,0.886038,0.886038,0.886038,0.886038,0.886038,,,,,,
USD,CHF,2020-12-15T00:00:00+00:00,2020-12-15T00:00:00+00:00,2020-12-15T23:59:59+00:00,0.886038,0.886038,0.886038,0.887150,0.887150,0.887150,0.887150,0.887150,0.887150,,,,,,
USD,CHF,2020-12-16T00:00:00+00:00,2020-12-16T00:00:00+00:00,2020-12-16T23:59:59+00:00,0.887150,0.887150,0.887150,0.884896,0.884896,0.884896,0.884896,0.884896,0.884896,,,,,,
USD,CHF,2020-12-17T00:00:00+00:00,2020-12-17T00:00:00+00:00,2020-12-17T23:59:59+00:00,0.884896,0.884896,0.884896,0.883635,0.883635,0.883635,0.883635,0.883635,0.883635,,,,,,
USD,CHF,2020-12-18T00:00:00+00:00,2020-12-18T00:00:00+00:00,2020-12-18T23:59:59+00:00,0.883635,0.883635,0.883635,0.884656,0.884656,0.884656,0.884656,0.884656,0.884656,,,,,,
USD,CHF,2020-12-19T00:00:00+00:00,2020-12-19T00:00:00+00:00,2020-12-19T23:59:59+00:00,0.884656,0.884656,0.884656,0.884656,0.884656,0.884656,0.884656,0.884656,0.884656,,,,,,
